evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
5169	5064	213	Merkel Cell Carcinoma	Merkel_Cell_Carcinoma.yaml	infectious_agent	0	evidence	0	PMID:41232971	SUPPORT		Two subtypes have been identified: Merkel polyomavirus-related (MCPyV), present in 80% of cases in Europe, and UV-related.	Supports the high prevalence of MCPyV-positive Merkel cell carcinoma.	"{""explanation"": ""Supports the high prevalence of MCPyV-positive Merkel cell carcinoma."", ""reference"": ""PMID:41232971"", ""snippet"": ""Two subtypes have been identified: Merkel polyomavirus-related (MCPyV), present in 80% of cases in Europe, and UV-related."", ""supports"": ""SUPPORT""}"
5254	5146	216	Monkeypox	Monkeypox.yaml	infectious_agent	0	evidence	0	PMID:36555584	SUPPORT		Monkeypox infection is caused by a virus of the genus Orthopoxvirus, a member of the Poxviridae family.	This reference clearly states that monkeypox infection is caused by a virus from the genus Orthopoxvirus, which includes the monkeypox virus.	"{""explanation"": ""This reference clearly states that monkeypox infection is caused by a virus from the genus Orthopoxvirus, which includes the monkeypox virus."", ""reference"": ""PMID:36555584"", ""snippet"": ""Monkeypox infection is caused by a virus of the genus Orthopoxvirus, a member of the Poxviridae family."", ""supports"": ""SUPPORT""}"
5255	5146	216	Monkeypox	Monkeypox.yaml	infectious_agent	0	evidence	1	PMID:38801568	SUPPORT		Monkeypox (Mpox) is a zoonotic disease caused by a virus (monkeypox virus-MPV) belonging to the Poxviridae family.	The reference directly identifies the causative agent of monkeypox as the monkeypox virus.	"{""explanation"": ""The reference directly identifies the causative agent of monkeypox as the monkeypox virus."", ""reference"": ""PMID:38801568"", ""snippet"": ""Monkeypox (Mpox) is a zoonotic disease caused by a virus (monkeypox virus-MPV) belonging to the Poxviridae family."", ""supports"": ""SUPPORT""}"
5256	5146	216	Monkeypox	Monkeypox.yaml	infectious_agent	0	evidence	2	PMID:37507009	SUPPORT		Monkeypox virus (MPXV) is an emerging zoonotic virus that has had on-going public health impacts in endemic regions of Central and West Africa for over a half-century.	This reference explicitly mentions monkeypox virus (MPXV) as the agent of monkeypox.	"{""explanation"": ""This reference explicitly mentions monkeypox virus (MPXV) as the agent of monkeypox."", ""reference"": ""PMID:37507009"", ""snippet"": ""Monkeypox virus (MPXV) is an emerging zoonotic virus that has had on-going public health impacts in endemic regions of Central and West Africa for over a half-century."", ""supports"": ""SUPPORT""}"
5257	5146	216	Monkeypox	Monkeypox.yaml	infectious_agent	0	evidence	3	PMID:18837778	SUPPORT		Although monkeypox virus is less fatal and not as transmissible as variola virus, the causative agent of smallpox, there is concern that monkeypox virus could become a more efficient human pathogen.	This reference also points to 'monkeypox virus' as the causative agent of monkeypox.	"{""explanation"": ""This reference also points to 'monkeypox virus' as the causative agent of monkeypox."", ""reference"": ""PMID:18837778"", ""snippet"": ""Although monkeypox virus is less fatal and not as transmissible as variola virus, the causative agent of smallpox, there is concern that monkeypox virus could become a more efficient human pathogen."", ""supports"": ""SUPPORT""}"
5611	5436	228	Nasopharyngeal Carcinoma	Nasopharyngeal_Carcinoma.yaml	infectious_agent	0	evidence	0	PMID:41016806	SUPPORT		In addition to its involvement in a wide range of malignancies such as lymphomas, nasopharyngeal carcinoma, and gastric cancer, recent evidence has shown its potential association with autoimmune diseases, positioning EBV as an interdisciplinary research model linking virology, oncology, and immunology.	Supports the association of EBV with nasopharyngeal carcinoma.	"{""explanation"": ""Supports the association of EBV with nasopharyngeal carcinoma."", ""reference"": ""PMID:41016806"", ""snippet"": ""In addition to its involvement in a wide range of malignancies such as lymphomas, nasopharyngeal carcinoma, and gastric cancer, recent evidence has shown its potential association with autoimmune diseases, positioning EBV as an interdisciplinary research model linking virology, oncology, and immunology."", ""supports"": ""SUPPORT""}"
5885	5708	239	Onchocerciasis	Onchocerciasis.yaml	infectious_agent	0	evidence	0	PMID:16714198	SUPPORT		Onchocerciasis results from infestation by the nematode Onchocerca volvulus	The abstract identifies O. volvulus as the causative nematode.	"{""explanation"": ""The abstract identifies O. volvulus as the causative nematode."", ""reference"": ""PMID:16714198"", ""snippet"": ""Onchocerciasis results from infestation by the nematode Onchocerca volvulus"", ""supports"": ""SUPPORT""}"
6081	5949	252	Parvovirus B19 Infection	Parvovirus_B19_Infection.yaml	infectious_agent	0	evidence	0	PMID:25283854	SUPPORT		Parvovirus B19 (B19V) is a small non-enveloped single-stranded DNA (ssDNA) virus of the family Parvoviridae, the subfamily Parvovirinae, the genus Erythrovirus and Human parvovirus B19 type species.	The reference confirms that Parvovirus B19 is a single-stranded DNA virus.	"{""explanation"": ""The reference confirms that Parvovirus B19 is a single-stranded DNA virus."", ""reference"": ""PMID:25283854"", ""snippet"": ""Parvovirus B19 (B19V) is a small non-enveloped single-stranded DNA (ssDNA) virus of the family Parvoviridae, the subfamily Parvovirinae, the genus Erythrovirus and Human parvovirus B19 type species."", ""supports"": ""SUPPORT""}"
6082	5949	252	Parvovirus B19 Infection	Parvovirus_B19_Infection.yaml	infectious_agent	0	evidence	1	PMID:15485533	SUPPORT		Parvovirus B19 infections cause a wide range of clinical findings, including erythema infectiosum, 'glove-and-socks' syndrome, arthropathies, red cell aplasia, and intrauterine infections.	The reference supports that Parvovirus B19 causes several clinical conditions.	"{""explanation"": ""The reference supports that Parvovirus B19 causes several clinical conditions."", ""reference"": ""PMID:15485533"", ""snippet"": ""Parvovirus B19 infections cause a wide range of clinical findings, including erythema infectiosum, 'glove-and-socks' syndrome, arthropathies, red cell aplasia, and intrauterine infections."", ""supports"": ""SUPPORT""}"
6083	5949	252	Parvovirus B19 Infection	Parvovirus_B19_Infection.yaml	infectious_agent	0	evidence	2	PMID:33944819	SUPPORT		Parvovirus B19 (PVB19) is a small DNA virus that causes the fifth disease in children; however it can also affect adults.	The reference supports that Parvovirus B19 causes clinical conditions, particularly in children.	"{""explanation"": ""The reference supports that Parvovirus B19 causes clinical conditions, particularly in children."", ""reference"": ""PMID:33944819"", ""snippet"": ""Parvovirus B19 (PVB19) is a small DNA virus that causes the fifth disease in children; however it can also affect adults."", ""supports"": ""SUPPORT""}"
6084	5949	252	Parvovirus B19 Infection	Parvovirus_B19_Infection.yaml	infectious_agent	0	evidence	3	PMID:31850715	SUPPORT		Parvoviruses are small DNA viruses causing erythema infectiosum, which is known as the fifth disease.	The reference supports that Parvovirus B19 is a single-stranded DNA virus causing clinical conditions.	"{""explanation"": ""The reference supports that Parvovirus B19 is a single-stranded DNA virus causing clinical conditions."", ""reference"": ""PMID:31850715"", ""snippet"": ""Parvoviruses are small DNA viruses causing erythema infectiosum, which is known as the fifth disease."", ""supports"": ""SUPPORT""}"
6362	6191	262	Pinta	Pinta.yaml	infectious_agent	0	evidence	0	PMID:24396138	SUPPORT		T. pallidum subsp. pertenue, T. pallidum subsp. endemicum, and T. carateum are the agents of the endemic treponematoses yaws, bejel (or endemic syphilis), and pinta, respectively.	The abstract identifies T. carateum as the agent of pinta.	"{""explanation"": ""The abstract identifies T. carateum as the agent of pinta."", ""reference"": ""PMID:24396138"", ""snippet"": ""T. pallidum subsp. pertenue, T. pallidum subsp. endemicum, and T. carateum are the agents of the endemic treponematoses yaws, bejel (or endemic syphilis), and pinta, respectively."", ""supports"": ""SUPPORT""}"
6371	6199	263	Polycystic echinococcosis	Polycystic_Echinococcosis.yaml	infectious_agent	0	evidence	0	PMID:40705460	SUPPORT		We describe a case of E. vogeli echinococcosis in a woman, diagnosed through PCR, mitochondrial DNA sequencing, and molecular characterization.	Molecular confirmation links human infection to Echinococcus vogeli.	"{""explanation"": ""Molecular confirmation links human infection to Echinococcus vogeli."", ""reference"": ""PMID:40705460"", ""snippet"": ""We describe a case of E. vogeli echinococcosis in a woman, diagnosed through PCR, mitochondrial DNA sequencing, and molecular characterization."", ""supports"": ""SUPPORT""}"
6747	6655	284	Rabies	Rabies.yaml	infectious_agent	0	evidence	0	PMID:12144896	SUPPORT		The causative agents are neurotropic RNA viruses in the family Rhabdoviridae, genus Lyssavirus.	The abstract identifies lyssaviruses as the causative agents.	"{""explanation"": ""The abstract identifies lyssaviruses as the causative agents."", ""reference"": ""PMID:12144896"", ""snippet"": ""The causative agents are neurotropic RNA viruses in the family Rhabdoviridae, genus Lyssavirus."", ""supports"": ""SUPPORT""}"
7072	6897	295	Scabies	Scabies.yaml	infectious_agent	0	evidence	0	PMID:35298417	SUPPORT		Scabies is a contagious parasitic skin disease caused by Sarcoptes scabiei infestation which can be transmitted through direct or indirect contact.	The abstract identifies S. scabiei infestation as the cause of scabies.	"{""explanation"": ""The abstract identifies S. scabiei infestation as the cause of scabies."", ""reference"": ""PMID:35298417"", ""snippet"": ""Scabies is a contagious parasitic skin disease caused by Sarcoptes scabiei infestation which can be transmitted through direct or indirect contact."", ""supports"": ""SUPPORT""}"
7078	6903	296	Schistosomiasis	Schistosomiasis.yaml	infectious_agent	0	evidence	0	PMID:30093684	SUPPORT		caused by parasitic flatworms (blood flukes) of the genus Schistosoma	The review identifies Schistosoma blood flukes as the causative agents.	"{""explanation"": ""The review identifies Schistosoma blood flukes as the causative agents."", ""reference"": ""PMID:30093684"", ""snippet"": ""caused by parasitic flatworms (blood flukes) of the genus Schistosoma"", ""supports"": ""SUPPORT""}"
7359	7068	304	Shigellosis	Shigellosis.yaml	infectious_agent	0	has_subtypes[0].evidence	0	PMID:29493962	SUPPORT		Shigella produces 3 enterotoxins that cause watery or bloody diarrhea and infection-associated symptoms	S. dysenteriae produces Shiga toxins that contribute to the most severe disease manifestations	"{""explanation"": ""S. dysenteriae produces Shiga toxins that contribute to the most severe disease manifestations"", ""reference"": ""PMID:29493962"", ""snippet"": ""Shigella produces 3 enterotoxins that cause watery or bloody diarrhea and infection-associated symptoms"", ""supports"": ""SUPPORT""}"
7360	7068	304	Shigellosis	Shigellosis.yaml	infectious_agent	0	has_subtypes[1].evidence	0	PMID:40915309	SUPPORT		Shigella is a Gram-negative, facultative intracellular, gastric acid-resistant bacterium of the Enterobacteriaceae family, which includes four serogroups: Shigella dysenteriae, Shigella sonnei, Shigella flexneri, and Shigella boydii	S. flexneri is identified as one of the four major Shigella serogroups	"{""explanation"": ""S. flexneri is identified as one of the four major Shigella serogroups"", ""reference"": ""PMID:40915309"", ""snippet"": ""Shigella is a Gram-negative, facultative intracellular, gastric acid-resistant bacterium of the Enterobacteriaceae family, which includes four serogroups: Shigella dysenteriae, Shigella sonnei, Shigella flexneri, and Shigella boydii"", ""supports"": ""SUPPORT""}"
7361	7068	304	Shigellosis	Shigellosis.yaml	infectious_agent	0	has_subtypes[2].evidence	0	PMID:29493962	SUPPORT		Shigellosis is common in developing countries and is transmitted via the fecal-oral route. In high-income countries, reports reveal that, in addition to young children, men who have sex with men are at risk for Shigella outbreaks via sexual contact	Distribution differs between high-income and developing countries, with S. sonnei predominating in developed nations	"{""explanation"": ""Distribution differs between high-income and developing countries, with S. sonnei predominating in developed nations"", ""reference"": ""PMID:29493962"", ""snippet"": ""Shigellosis is common in developing countries and is transmitted via the fecal-oral route. In high-income countries, reports reveal that, in addition to young children, men who have sex with men are at risk for Shigella outbreaks via sexual contact"", ""supports"": ""SUPPORT""}"
7362	7068	304	Shigellosis	Shigellosis.yaml	infectious_agent	0	has_subtypes[3].evidence	0	PMID:40915309	SUPPORT		Shigella is a Gram-negative, facultative intracellular, gastric acid-resistant bacterium of the Enterobacteriaceae family, which includes four serogroups	S. boydii is one of the four recognized serogroups, though least commonly encountered clinically	"{""explanation"": ""S. boydii is one of the four recognized serogroups, though least commonly encountered clinically"", ""reference"": ""PMID:40915309"", ""snippet"": ""Shigella is a Gram-negative, facultative intracellular, gastric acid-resistant bacterium of the Enterobacteriaceae family, which includes four serogroups"", ""supports"": ""SUPPORT""}"
7363	7068	304	Shigellosis	Shigellosis.yaml	infectious_agent	0	evidence	0	PMID:40915309	SUPPORT		Shigella is a Gram-negative, facultative intracellular, gastric acid-resistant bacterium of the Enterobacteriaceae family, which includes four serogroups	Establishes Shigella as the causative agent of shigellosis and describes its key microbiologic features	"{""explanation"": ""Establishes Shigella as the causative agent of shigellosis and describes its key microbiologic features"", ""reference"": ""PMID:40915309"", ""snippet"": ""Shigella is a Gram-negative, facultative intracellular, gastric acid-resistant bacterium of the Enterobacteriaceae family, which includes four serogroups"", ""supports"": ""SUPPORT""}"
7439	7198	311	Soil-transmitted helminthiases	Soil_Transmitted_Helminthiases.yaml	infectious_agent	0	evidence	0	PMID:28882382	SUPPORT		soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis	The review lists Ascaris lumbricoides among soil-transmitted helminths.	"{""explanation"": ""The review lists Ascaris lumbricoides among soil-transmitted helminths."", ""reference"": ""PMID:28882382"", ""snippet"": ""soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis"", ""supports"": ""SUPPORT""}"
7440	7199	311	Soil-transmitted helminthiases	Soil_Transmitted_Helminthiases.yaml	infectious_agent	1	evidence	0	PMID:28882382	SUPPORT		soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis	The review lists Trichuris trichiura among soil-transmitted helminths.	"{""explanation"": ""The review lists Trichuris trichiura among soil-transmitted helminths."", ""reference"": ""PMID:28882382"", ""snippet"": ""soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis"", ""supports"": ""SUPPORT""}"
7441	7200	311	Soil-transmitted helminthiases	Soil_Transmitted_Helminthiases.yaml	infectious_agent	2	evidence	0	PMID:28882382	SUPPORT		soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis	The review lists Ancylostoma duodenale as a hookworm species.	"{""explanation"": ""The review lists Ancylostoma duodenale as a hookworm species."", ""reference"": ""PMID:28882382"", ""snippet"": ""soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis"", ""supports"": ""SUPPORT""}"
7442	7201	311	Soil-transmitted helminthiases	Soil_Transmitted_Helminthiases.yaml	infectious_agent	3	evidence	0	PMID:28882382	SUPPORT		soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis	The review lists Necator americanus as a hookworm species.	"{""explanation"": ""The review lists Necator americanus as a hookworm species."", ""reference"": ""PMID:28882382"", ""snippet"": ""soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis"", ""supports"": ""SUPPORT""}"
7443	7202	311	Soil-transmitted helminthiases	Soil_Transmitted_Helminthiases.yaml	infectious_agent	4	evidence	0	PMID:28882382	SUPPORT		soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis	The review lists Strongyloides stercoralis among soil-transmitted helminths.	"{""explanation"": ""The review lists Strongyloides stercoralis among soil-transmitted helminths."", ""reference"": ""PMID:28882382"", ""snippet"": ""soil-transmitted helminths Ascaris lumbricoides, hookworm (Ancylostoma duodenale and Necator americanus), Trichuris trichiura, and Strongyloides stercoralis"", ""supports"": ""SUPPORT""}"
7678	7414	321	Taeniasis/cysticercosis	Taeniasis_Cysticercosis.yaml	infectious_agent	0	evidence	0	PMID:12932389	SUPPORT		The larval stage of the pork tapeworm (Taenia solium) infects the human nervous system, causing neurocysticercosis.	The abstract identifies Taenia solium as the causative tapeworm.	"{""explanation"": ""The abstract identifies Taenia solium as the causative tapeworm."", ""reference"": ""PMID:12932389"", ""snippet"": ""The larval stage of the pork tapeworm (Taenia solium) infects the human nervous system, causing neurocysticercosis."", ""supports"": ""SUPPORT""}"
7720	7486	326	Trachoma	Trachoma.yaml	infectious_agent	0	evidence	0	PMID:35618795	SUPPORT		Trachoma is a neglected tropical disease caused by infection with conjunctival strains of Chlamydia trachomatis.	The abstract identifies conjunctival C. trachomatis as the cause of trachoma.	"{""explanation"": ""The abstract identifies conjunctival C. trachomatis as the cause of trachoma."", ""reference"": ""PMID:35618795"", ""snippet"": ""Trachoma is a neglected tropical disease caused by infection with conjunctival strains of Chlamydia trachomatis."", ""supports"": ""SUPPORT""}"
7839	7577	331	Tuberculosis	Tuberculosis.yaml	infectious_agent	0	evidence	0	PMID:27784885	SUPPORT		Tuberculosis (TB) is an airborne infectious disease caused by organisms of the Mycobacterium tuberculosis complex. Although primarily a pulmonary pathogen, M. tuberculosis can cause disease in almost any part of the body.	The statement correctly identifies Mycobacterium tuberculosis as a bacterium that primarily affects the lungs but can affect other organs.	"{""explanation"": ""The statement correctly identifies Mycobacterium tuberculosis as a bacterium that primarily affects the lungs but can affect other organs."", ""reference"": ""PMID:27784885"", ""snippet"": ""Tuberculosis (TB) is an airborne infectious disease caused by organisms of the Mycobacterium tuberculosis complex. Although primarily a pulmonary pathogen, M. tuberculosis can cause disease in almost any part of the body."", ""supports"": ""SUPPORT""}"
7840	7577	331	Tuberculosis	Tuberculosis.yaml	infectious_agent	0	evidence	1	PMID:37057936	SUPPORT		Mycobacterium tuberculosis belongs to the group of mycobacteria, most of which can cause a delayed hypersensitivity reaction in the body and is a bacterium that causes tuberculosis.	This reference confirms that Mycobacterium tuberculosis is a bacterium that causes TB and can affect the lungs.	"{""explanation"": ""This reference confirms that Mycobacterium tuberculosis is a bacterium that causes TB and can affect the lungs."", ""reference"": ""PMID:37057936"", ""snippet"": ""Mycobacterium tuberculosis belongs to the group of mycobacteria, most of which can cause a delayed hypersensitivity reaction in the body and is a bacterium that causes tuberculosis."", ""supports"": ""SUPPORT""}"
7841	7577	331	Tuberculosis	Tuberculosis.yaml	infectious_agent	0	evidence	2	PMID:33306806	SUPPORT		Tuberculosis (TB) is an infectious disease caused by Mycobacterium tuberculosis (MTB). It spreads from one person to the another through the air while coughing, spitting, speaking or sneezing. TB most commonly affects lungs but it can affect any organ system.	This reference supports the claim that tuberculosis, caused by Mycobacterium tuberculosis, primarily affects the lungs but can also affect other organ systems.	"{""explanation"": ""This reference supports the claim that tuberculosis, caused by Mycobacterium tuberculosis, primarily affects the lungs but can also affect other organ systems."", ""reference"": ""PMID:33306806"", ""snippet"": ""Tuberculosis (TB) is an infectious disease caused by Mycobacterium tuberculosis (MTB). It spreads from one person to the another through the air while coughing, spitting, speaking or sneezing. TB most commonly affects lungs but it can affect any organ system."", ""supports"": ""SUPPORT""}"
8389	7951	345	Yaws	Yaws.yaml	infectious_agent	0	evidence	0	PMID:40036381	SUPPORT		Yaws, a neglected tropical disease caused by Treponema pallidum subsp. pertenue, primarily affects children in impoverished rural areas.	The abstract identifies T. pallidum subsp. pertenue as the cause of yaws.	"{""explanation"": ""The abstract identifies T. pallidum subsp. pertenue as the cause of yaws."", ""reference"": ""PMID:40036381"", ""snippet"": ""Yaws, a neglected tropical disease caused by Treponema pallidum subsp. pertenue, primarily affects children in impoverished rural areas."", ""supports"": ""SUPPORT""}"
