disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Parkinsons_Disease,Striatal Dopamine Deficiency,MOLECULAR,4,TISSUE,,,"The node is anchored on a chemical deficiency state (depleted dopamine concentration) in the striatum; although spatially located in a tissue, the mechanistic entity being described is the molecular/neurotransmitter deficit that drives downstream signaling changes."
Parkinsons_Disease,Basal Ganglia Circuit Dysfunction,TISSUE,5,,,"Split into: (1) Indirect-pathway hyperactivity node; (2) Direct-pathway hypoactivity node — the description explicitly names two distinct circuit-level imbalances (indirect hyperactive, direct hypoactive) that could be separate mechanistic claims, though they share the same dopamine-depletion cause.","The node describes a circuit-level aberrant state spanning an anatomical structure (basal ganglia), making TISSUE the clear primary kind; the substrate is the multi-cell ensemble circuit, not a single molecular species or single cell."
Parkinsons_Disease,Alpha-Synuclein Aggregation,MOLECULAR,4,TISSUE,,,"The node centers on the molecular process of a protein misfold-and-aggregate event (inclusion body assembly of alpha-synuclein); even though propagation is described, the primary claim is about molecular-scale protein state transitions."
Parkinsons_Disease,Mitochondrial Dysfunction,CELLULAR,4,MOLECULAR,,,"The node describes organelle-level impairment (complex I deficiency, mitochondrial quality control failure) within dopaminergic neurons; this is a cellular/organelle-scale state, even though individual gene products are named."
Parkinsons_Disease,Neuroinflammation,TISSUE,5,,,,"The node describes a tissue-level inflammatory process driven by activated microglia and astrocytes across CNS tissue; individual cell types are named but the mechanism is the coordinated tissue response, not a single-cell phenomenon."
Parkinsons_Disease,Complement C3-C3aR Activation in Depression,MOLECULAR,3,CELLULAR,,Split into: (1) Complement cascade molecular activation node (C3-C3aR signaling pathway upregulation); (2) Microglial synaptic pruning node (cellular phagocytosis of synapses); (3) Depression phenotypic outcome node — the description bundles a molecular pathway activation with a cellular effector mechanism and a behavioral outcome.,"The primary mechanistic claim is a specific molecular signaling axis (C3-C3aR), but microglial synaptic engulfment is a distinct cellular-scale process also embedded in this node; confidence is moderate because the node straddles molecular and cellular scales."
Parkinsons_Disease,Autophagy-Lysosome Pathway Dysfunction,CELLULAR,5,,,,The node describes organelle-system dysfunction (autophagy and lysosomal pathways) within dopaminergic neurons; this is a canonical cellular-scale process (protein degradation machinery impairment) even though multiple genes are named.
Parkinsons_Disease,Gut Microbiome Dysbiosis,ORGANISM,4,TISSUE,,,"The node describes a systemic-scale state — composition shift of the entire gut microbial community — that spans the intestinal tract; this is an organism-level ecological state, not a tissue or cell process."
Parkinsons_Disease,Intestinal Inflammation and Barrier Dysfunction,TISSUE,3,ORGANISM,,Split into: (1) Intestinal inflammation node (inflammatory response in gut tissue); (2) Intestinal barrier permeability node (tight junction/barrier integrity loss) — the name and description explicitly bundle two distinct tissue-level pathological states that have separable molecular and cellular mechanisms.,The node spans a tissue-level process (gut mucosal inflammation) and a structural tissue property (barrier permeability); both are TISSUE-scale but they are mechanistically distinct claims warranting separate nodes.
Parkinsons_Disease,Enteric Alpha-Synuclein Seeding,MOLECULAR,4,CELLULAR,,,"The node describes the initiation of a protein misfolding/templating event (alpha-synuclein inclusion body assembly) in enteric neurons; the primary mechanistic claim is the molecular seeding event, localized to the enteric nervous system."
Parkinsons_Disease,Vagal-Brainstem Alpha-Synuclein Propagation,TISSUE,4,MOLECULAR,,,"The node describes trans-anatomical propagation of alpha-synuclein pathology through an anatomical conduit (vagus nerve to brainstem); the substrate is the multi-region propagation pathway through tissue structures, making TISSUE the best fit over the molecular protein state."
Parkinsons_Disease,Central Alpha-Synuclein Initiation,TISSUE,3,MOLECULAR,,"Split into: (1) CNS site-of-initiation node (olfactory bulb or amygdala origin); (2) Central network propagation node (spread through connected brain regions) — the description bundles the initiation event in one or two sites with subsequent centrifugal propagation across brain networks, which are mechanistically separable steps.","The node describes both a site-of-initiation (olfactory bulb/amygdala, tissue-scale) and propagation through central networks; the two locations listed (olfactory bulb, amygdala) also suggest a possible multi-site bundle."
Parkinsons_Disease,Oxidative Stress,CELLULAR,4,MOLECULAR,,,"The node describes the cellular consequences of ROS excess (lipid peroxidation, protein carbonylation, DNA damage) within dopaminergic neurons; although ROS are molecular species, the process being described is the cellular oxidative stress response and damage cascade."
Parkinsons_Disease,Calcium Dysregulation,CELLULAR,4,MOLECULAR,,,"The node describes disrupted calcium homeostasis across organellar compartments (mitochondria, ER, lysosomes) within substantia nigra neurons; this is a cellular-scale ionic homeostasis failure, even though the named channel (CaV1.3) is a molecular entity."
Parkinsons_Disease,Endoplasmic Reticulum Stress,CELLULAR,5,,,,The node describes organelle-specific stress (ER unfolded protein response and UPR activation) within dopaminergic neurons; this is a canonical cellular/organelle-scale process.
Parkinsons_Disease,Synaptic Dysfunction,CELLULAR,4,MOLECULAR,,,"The node describes impaired synaptic vesicle recycling machinery (endocytosis defects) within dopaminergic neurons; the substrate is cellular-scale organelle/membrane trafficking, driven by gene products acting within one cell."
Parkinsons_Disease,Iron Accumulation and Ferroptosis,CELLULAR,3,MOLECULAR,,Split into: (1) Iron accumulation/dysregulation node (abnormal iron deposition and intracellular iron homeostasis failure); (2) Ferroptosis node (iron-dependent cell death via lipid peroxidation) — the node name explicitly joins two distinct mechanistic claims with 'and': an upstream metal homeostasis state and a downstream regulated cell-death process.,"The node bundles an iron metabolism state (accumulation) with a cell death program (ferroptosis); both are cellular-scale but they are distinct causal steps that should be separate nodes, following the spec's 'etiology bundled with consequence' pattern."
Parkinsons_Disease,Blood-Brain Barrier Dysfunction,TISSUE,5,,,,"The node describes a structural tissue property (BBB integrity failure) involving three distinct cell types that collectively form the neurovascular unit; the substrate is clearly a tissue-level structure and its maintenance, not a single-cell or molecular event."
Parkinsons_Disease,Metabolic Dysfunction and Weight Loss,ORGANISM,3,TISSUE,,"Split into: (1) Metabolic dysregulation node (neuroendocrine hormone imbalances, reduced metabolic rate, dopaminergic-medication effects on metabolism); (2) Weight loss and nutritional decline node (the systemic outcome of progressive weight loss and nutritional compromise) — the name joins a mechanism ('Metabolic Dysfunction') with its consequence ('Weight Loss') in a single node, and the description enumerates multiple heterogeneous contributing mechanisms.","The node describes a multi-mechanism systemic process (ORGANISM-scale) but bundles mechanism with outcome and lists multiple heterogeneous contributing pathways (neuroendocrine, GI, cognitive, medication effects) that span different scales."
Phenylketonuria,Biallelic PAH Pathogenic Variant Burden,MOLECULAR,4,,,Split into: (1) Biallelic PAH Pathogenic Variant Burden — the genetic lesion state (variant combinations exist); (2) Variant Severity Classification — the observation that variant type determines disease severity spectrum (classic vs mild PKU vs non-PKU HPA),Node is primarily a molecular-genetic state (variant burden exists reducing PAH activity) but also bundles a downstream consequence — that severity is graded by residual activity — which is a second mechanistic claim about genotype-phenotype correlation.
Phenylketonuria,Near-Complete PAH Activity Loss,MOLECULAR,5,,,,Node describes a single molecular state: complete or near-complete loss of PAH enzymatic activity due to severe biallelic variants; well-scoped to one scale and one mechanism.
Phenylketonuria,Residual PAH Activity and BH4 Responsiveness,MOLECULAR,4,,,Split into: (1) Residual PAH Activity — partial retention of phenylalanine hydroxylase function in hypomorphic allele carriers; (2) BH4 Pharmacological Responsiveness — the functionally distinct property that residual-activity enzyme can be activated by tetrahydrobiopterin,Name uses conjunction 'and' linking two distinct molecular claims: residual activity (enzyme quantity/function state) and BH4 responsiveness (a pharmacodynamic property); clean MOLECULAR for both but each is a separate assertion.
Phenylketonuria,Hepatic PAH Enzyme Deficiency,MOLECULAR,4,CELLULAR,,,"Node sits at the boundary of molecular (enzyme activity loss) and cellular (hepatocyte as the cellular locus); primary scale is molecular because the substrate is enzymatic activity, with hepatocyte as location context rather than the defining feature."
Phenylketonuria,Hyperphenylalaninemia,ORGANISM,5,,,,Systemic elevation of phenylalanine across blood and tissues is a whole-body metabolite state; the spec explicitly cites 'chronic metabolite elevation' as an ORGANISM-scale state example.
Phenylketonuria,Protein Insufficiency During Dietary Therapy,ORGANISM,4,MOLECULAR,,,"Protein insufficiency is a systemic nutritional-metabolic state spanning multiple organ systems and reflected by plasma prealbumin; categorized ORGANISM rather than MOLECULAR because the deficiency is a whole-body nutritional status, not a single molecular reaction."
Phenylketonuria,Reduced Bone Mineral Density in PKU,TISSUE,5,,,,"Bone mineral density is a tissue-level compositional state within skeletal tissue; the node's substrate is the bone organ compartment and its mineralization process, cleanly TISSUE."
Phenylketonuria,Maternal Hyperphenylalaninemia Teratogenicity,ORGANISM,4,TISSUE,,"Split into: (1) Maternal Hyperphenylalaninemia during Pregnancy — systemic elevated phenylalanine in the mother; (2) Fetal Teratogenic Exposure — the developmental consequence in offspring (heart defects, microcephaly); these are two distinct organisms and two distinct scales","The node bundles the maternal systemic metabolite state with offspring organ-level developmental consequences; etiology (maternal Phe burden) is conflated with consequence (fetal cardiac malformation), two claims that differ in mechanism and organism."
Phenylketonuria,Relative Tyrosine Deficiency,MOLECULAR,5,,,,"Single molecular state: reduced systemic tyrosine due to blocked PAH-mediated conversion; despite systemic distribution, the substrate is a specific metabolite whose depletion is the defining claim."
Phenylketonuria,Competitive Large Neutral Amino Acid Transport at the Blood-Brain Barrier,MOLECULAR,4,TISSUE,,,"Node describes competitive transport mechanism among LNAAs at the BBB transporter; the process is molecular (transporter competition for substrate binding sites), located at a tissue structure but the mechanism is molecular transport."
Phenylketonuria,Reduced Serotonin Biosynthesis,MOLECULAR,5,,,,"Single molecular state: impaired serotonin biosynthetic process due to tryptophan substrate depletion and phenylalanine inhibition; substrate is a specific biosynthetic pathway, cleanly MOLECULAR."
Phenylketonuria,Reduced Dopamine Biosynthesis,MOLECULAR,5,,,,"Single molecular state: impaired dopamine biosynthesis due to tyrosine substrate depletion and phenylalanine inhibition; well-scoped to one molecular pathway, no bundling."
Phenylketonuria,Brain Phenylalanine Toxicity,TISSUE,3,ORGANISM,,"Split into: (1) Elevated Brain Phenylalanine Concentration — the molecular/tissue state of Phe accumulation in CNS; (2) Diffuse Brain Dysfunction — the tissue-level consequence (abnormal brain physiology driving microcephaly, encephalopathy, white matter injury, seizures, etc.)","Node bundles the neurotoxic agent state (high Phe in brain) with multiple distinct downstream tissue-level and organismal consequences spanning white matter injury, microcephaly, encephalopathy, and seizures; mechanism and outcome are merged in one node."
Phenylketonuria,White Matter and Subcortical Structural Injury,TISSUE,5,,,,"Node describes a persistent tissue-level structural state: white matter lesions and subcortical volume loss within the CNS; the substrate is anatomical brain structure, cleanly TISSUE."
Phenylketonuria,Neurocognitive Dysfunction,ORGANISM,4,TISSUE,,,"Neurocognitive impairment is a whole-organism functional state encompassing cognition, executive function, attention, behavior, and intelligence; while neurons (CELLULAR) are the cellular substrate, the clinical phenomenon is systemic/organismal."
Phenylketonuria,Impaired Melanin Biosynthesis,MOLECULAR,5,,,,Single molecular process: reduced melanin biosynthesis due to tyrosine substrate limitation; the pathway is well-defined and the node is focused on one biosynthetic process.
Phenylketonuria,Phenylketone Accumulation,MOLECULAR,4,ORGANISM,,,"Alternative phenylalanine catabolism producing phenylketones is primarily a molecular-state claim (specific metabolites accumulate); though systemic, the defining feature is the chemical identity of the accumulating metabolites, placing it at MOLECULAR rather than ORGANISM scale."
Wilms_Tumor,WT1 Inactivation,MOLECULAR,3,CELLULAR,,Split into: (1) WT1 gene inactivation / loss-of-function mutation event (MOLECULAR state); (2) Downstream failure of nephron progenitor cell differentiation due to WT1 loss (CELLULAR process),"The node's substrate is the WT1 gene and protein (MOLECULAR), but the description conflates the mutation event with its cell-developmental consequences in metanephric mesenchyme cells, making it a bundle of MOLECULAR cause and CELLULAR effect."
Wilms_Tumor,WTX (AMER1) Inactivation,MOLECULAR,4,,,,"The substrate is the WTX/AMER1 gene and protein within the beta-catenin destruction complex; the node describes a molecular state (gene inactivated, pathway constituent lost) with one clear downstream consequence named separately."
Wilms_Tumor,CTNNB1 Activating Mutation,MOLECULAR,4,CELLULAR,,Split into: (1) CTNNB1 exon 3 activating mutation stabilizing beta-catenin protein (MOLECULAR state); (2) Consequences in nephrogenic zone cells driving proliferation and blocking differentiation (CELLULAR process),"Primary substrate is the CTNNB1 gene and beta-catenin protein (MOLECULAR), but the description bundles the mutation event with its cell-level effects on nephrogenic zone cells, warranting a split."
Wilms_Tumor,Canonical Wnt Signaling Hyperactivation,CELLULAR,4,MOLECULAR,,,"Wnt/beta-catenin signaling operates as an intracellular cascade within nephrogenic zone cells; the node describes sustained aberrant signaling state within a cell type, placing it at CELLULAR scale rather than purely MOLECULAR."
Wilms_Tumor,Blocked Nephron Differentiation,CELLULAR,4,TISSUE,,,"The substrate is a cell-level process—blastemal cells retaining proliferative capacity and failing terminal differentiation—occurring within nephrogenic rests; the tissue lesion (nephrogenic rest) is context, not the primary claim."
Wilms_Tumor,IGF2 Loss of Imprinting,MOLECULAR,4,CELLULAR,,Split into: (1) Epigenetic loss of imprinting at 11p15 locus leading to biallelic IGF2 expression (MOLECULAR state); (2) IGF2 overexpression driving proliferation of embryonic renal cells (CELLULAR/downstream process),"Primary substrate is the epigenetic/imprinting state at the IGF2 locus (MOLECULAR), but the description bundles the epigenetic alteration with its growth-promoting consequence on embryonic renal cells, making it an etiology-plus-consequence bundle."
Wilms_Tumor,MicroRNA Processing Defect,MOLECULAR,3,CELLULAR,,Split into: (1) DROSHA/DICER1 mutation causing disrupted miRNA biogenesis (MOLECULAR state); (2) Derepression of target genes reinforcing self-renewing mesenchymal state in blastemal cells (CELLULAR process),"The substrate spans two scales: the miRNA processing machinery is MOLECULAR, but the consequence—reinforcing a self-renewing mesenchymal cellular state—is CELLULAR; the description explicitly describes both the molecular defect and its cell-state outcome."
Wilms_Tumor,Nephron Progenitor Self-Renewal,CELLULAR,4,MOLECULAR,,,SIX1/SIX2 hotspot mutations reinforce a transcriptional program that maintains nephron progenitor cells in an embryonal proliferative state; the central claim is a cellular state (cell type locked in self-renewal) mediated by transcription factor activity.
Wilms_Tumor,Persistent Blastemal Progenitor State,CELLULAR,4,TISSUE,,,"The node describes a maintained aberrant cellular state—embryonal blastemal cells with high proliferative capacity and failed differentiation—across two cell types; despite listing two cell types, both participate in the same shared mechanistic claim (retained progenitor identity), so no split is warranted."
Wilms_Tumor,Wilms Tumor Outgrowth,TISSUE,4,CELLULAR,,,Persisting progenitors expanding into overt nephroblastoma—a renal mass with blastemal/epithelial/stromal elements—is a tissue-scale state (the tumor lesion exists as an anatomical entity within the kidney).
Wilms_Tumor,TP53-Deficient Anaplastic Progression,MOLECULAR,3,CELLULAR,,Split into: (1) TP53 dysfunction / loss (MOLECULAR state: gene inactivated; apoptosis and DNA repair impaired at molecular level); (2) Progression to aggressive anaplastic cellular phenotype with treatment resistance (CELLULAR/TISSUE consequence),"The node bundles a MOLECULAR event (TP53 loss disrupting apoptosis and DNA repair pathways) with its downstream consequence (anaplastic progression toward an aggressive treatment-resistant state), fitting the etiology-bundled-with-consequence pattern."
